,SalePrice
1364,158172.82356150792
1365,138278.96996437595
1366,133627.54882927492
1367,255859.987597583
1368,219801.1392167209
1369,237347.54033892497
1370,188790.82654098683
1371,258866.60213446963
1372,286986.66074025974
1373,223952.9183594877
1374,223292.74698818542
1375,194131.7533510101
1376,156262.54600559163
1377,151560.69640775883
1378,181646.52008324311
1379,194468.21219002525
1380,202536.40374594164
1381,218297.97762896825
1382,146176.17104004326
1383,153460.01887463927
1384,121315.93828796897
1385,209259.610399982
1386,206317.59840277766
1387,190406.1436319444
1388,211145.56016910172
1389,269581.03546329367
1390,239643.96590647553
1391,240252.17917550512
1392,227807.96512932898
1393,138891.19585317463
1394,203988.81857133852
1395,211701.13099585145
1396,185453.60783630947
1397,197058.85494128792
1398,145682.04397619047
1399,121269.27803003236
1400,142865.17380674186
1401,204832.42319011554
1402,125686.90258838382
1403,262972.5233704003
1404,145553.16265927127
1405,137992.56393587662
1406,100644.18940070346
1407,121343.71119985572
1408,126720.70519345242
1409,164069.5758492063
1410,110938.87180375186
1411,77340.53494751082
1412,112223.32497390114
1413,140199.2278679653
1414,110398.82690873022
1415,150534.12279852093
1416,140928.14311165223
1417,155750.00139507026
1418,136782.69731657236
1419,108445.95165367964
1420,144431.9079659993
1421,153720.92513059164
1422,153519.01546626978
1423,179664.55884577907
1424,169587.18513690468
1425,208119.95949630215
1426,105503.05821121937
1427,114472.73487229439
1428,71132.24355158731
1429,94349.65412067098
1430,138008.1093621934
1431,80144.3463924964
1432,106450.80879671723
1433,74867.55622696747
1434,293379.81492451293
1435,275402.408712482
1436,217967.28548250376
1437,151919.94701686502
1438,218917.8197667749
1439,153434.34426322987
1440,201308.00524621212
1441,191586.12850847762
1442,352018.0534760101
1443,316371.41715377005
1444,134298.6515387668
1445,208533.0310854702
1446,124304.45838095236
1447,128091.26219246029
1448,156774.3751636905
1449,84059.82864357858
1450,92112.70226794733
1451,153638.18006511542
1452,92966.71364493147
1453,87464.8180422078
1454,86932.7696295094
1455,91812.44276695525
1456,165656.60931949993
1457,122054.41213023089
1458,227533.9129546355
